fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
6.5,0.25,0.2,1.4,0.024,29.0,6
7.2,0.23,0.33,12.7,0.049,50.0,5
7.9,0.35,0.36,1.6,0.038,11.0,5
8.8,0.2,0.28,1.1,0.023,18.0,5
5.7,0.27,0.32,1.2,0.046,20.0,6
7.6,0.29,0.26,6.5,0.042,32.0,5
5.5,0.14,0.27,4.6,0.028999999999999998,22.0,5
8.7,0.24,0.35,1.0,0.042,11.0,5
6.7,0.3,0.45,10.6,0.032,56.0,6
5.5,0.14,0.27,4.6,0.028999999999999998,22.0,5
5.6,0.13,0.27,4.8,0.027999999999999997,22.0,6
7.4,0.18,0.34,2.7,0.03,30.0,6
5.7,0.385,0.1,12.6,0.034,22.0,6
8.7,0.24,0.35,1.0,0.042,11.0,5
8.3,0.33,0.43,9.2,0.046,22.0,5
6.8,0.34,0.44,6.6,0.052000000000000005,28.0,5
6.8,0.33,0.44,7.0,0.05,29.0,5
6.3,0.28,0.24,8.45,0.031,32.0,7
9.2,0.23,0.38,11.1,0.034,15.0,4
6.8,0.21,0.27,18.15,0.042,41.0,5
6.8,0.21,0.27,18.15,0.042,41.0,5
8.6,0.485,0.29,4.1,0.026000000000000002,19.0,5
8.6,0.485,0.29,4.1,0.026000000000000002,19.0,5
7.3,0.29,0.29,4.6,0.028999999999999998,27.0,6
6.8,0.21,0.27,18.15,0.042,41.0,5
6.7,0.31,0.31,4.9,0.031,20.0,7
7.3,0.29,0.37,8.3,0.044000000000000004,45.0,5
5.7,0.46,0.46,1.4,0.04,31.0,5
6.8,0.28,0.44,11.5,0.04,58.0,5
6.7,0.23,0.33,1.8,0.036000000000000004,23.0,6
6.9,0.17,0.25,1.6,0.047,34.0,5
7.6,0.18,0.36,2.4,0.049,38.0,5
6.6,0.22,0.28,4.9,0.042,51.0,6
7.8,0.27,0.28,1.8,0.05,21.0,5
7.7,0.28,0.29,4.3,0.051,25.0,5
7.6,0.29,0.29,4.4,0.051,26.0,5
5.7,0.32,0.18,1.4,0.028999999999999998,26.0,6
7.1,0.33,0.25,1.6,0.03,25.0,7
7.3,0.34,0.3,1.3,0.057,25.0,6
6.5,0.19,0.26,5.2,0.04,31.0,6
6.6,0.23,0.27,5.6,0.043,43.0,5
6.6,0.27,0.29,5.3,0.045,57.0,5
6.6,0.22,0.28,4.9,0.042,51.0,6
7.6,0.18,0.36,2.4,0.049,38.0,5
6.8,0.36,0.32,1.6,0.039,10.0,5
7.0,0.22,0.39,2.1,0.055,39.0,6
5.9,0.17,0.3,1.4,0.042,25.0,6
7.4,0.45,0.32,7.1,0.044000000000000004,17.0,4
6.8,0.36,0.32,1.6,0.039,10.0,5
7.5,0.42,0.14,10.7,0.046,18.0,5
7.5,0.33,0.32,11.1,0.036000000000000004,25.0,6
9.2,0.3,0.32,10.7,0.028999999999999998,14.0,5
7.9,0.17,0.32,1.6,0.053,47.0,6
7.9,0.17,0.32,1.6,0.053,47.0,6
8.2,0.17,0.32,1.5,0.05,17.0,5
8.3,0.17,0.31,1.5,0.049,48.0,6
8.7,0.15,0.3,1.6,0.046,29.0,6
7.9,0.17,0.32,1.6,0.053,47.0,6
7.2,0.25,0.19,8.0,0.044000000000000004,51.0,5
7.2,0.24,0.19,7.7,0.045,53.0,5
5.3,0.63,0.1,2.7,0.043,27.0,5
6.6,0.22,0.53,15.1,0.052000000000000005,22.0,5
6.6,0.22,0.53,15.1,0.052000000000000005,22.0,5
8.4,0.28,0.4,8.9,0.048,33.0,5
6.8,0.32,0.34,6.0,0.05,7.0,5
6.7,0.24,0.33,12.3,0.046,31.0,5
7.4,0.18,0.36,13.1,0.055999999999999994,72.0,6
6.0,0.16,0.3,6.7,0.043,43.0,5
6.7,0.24,0.33,12.3,0.046,31.0,5
6.8,0.28,0.35,2.3,0.042,16.0,6
6.2,0.34,0.3,11.1,0.047,28.0,5
6.0,0.27,0.15,1.5,0.055999999999999994,35.0,5
6.0,0.16,0.3,6.7,0.043,43.0,5
6.8,0.32,0.34,6.0,0.05,7.0,5
8.5,0.24,0.47,15.2,0.057,40.0,5
8.1,0.24,0.33,10.2,0.048,46.0,6
7.4,0.18,0.36,13.1,0.055999999999999994,72.0,6
7.7,0.23,0.31,10.7,0.038,59.0,6
6.5,0.22,0.25,17.1,0.05,44.0,5
6.5,0.22,0.25,17.1,0.05,44.0,5
6.5,0.22,0.25,17.1,0.05,44.0,5
5.7,0.33,0.15,1.9,0.05,20.0,5
7.7,0.23,0.31,10.7,0.038,59.0,6
6.5,0.22,0.25,17.1,0.05,44.0,5
6.8,0.2,0.27,1.2,0.034,19.0,4
7.7,0.26,0.32,1.2,0.04,26.0,5
6.4,0.2,0.32,3.1,0.040999999999999995,18.0,6
8.0,0.16,0.36,1.5,0.033,14.0,4
6.8,0.25,0.27,10.7,0.076,47.0,5
7.7,0.39,0.28,4.9,0.035,36.0,7
6.9,0.26,0.33,12.6,0.051,59.0,5
6.8,0.25,0.27,10.7,0.076,47.0,5
7.7,0.39,0.28,4.9,0.035,36.0,7
6.0,0.28,0.22,12.15,0.048,42.0,5
6.5,0.43,0.28,12.0,0.055999999999999994,23.0,5
9.1,0.33,0.38,1.7,0.062,50.5,5
5.9,0.5,0.1,2.6,0.054000000000000006,36.0,6
6.8,0.28,0.39,1.4,0.036000000000000004,15.0,5
7.0,0.35,0.24,1.9,0.04,21.0,5
7.1,0.22,0.32,16.9,0.055999999999999994,49.0,6
7.1,0.22,0.32,16.9,0.055999999999999994,49.0,6
8.3,0.24,0.27,2.1,0.03,22.0,6
6.8,0.26,0.32,7.0,0.040999999999999995,38.0,6
7.2,0.16,0.26,7.1,0.054000000000000006,41.0,5
7.9,0.18,0.36,5.9,0.057999999999999996,31.0,6
7.2,0.16,0.26,7.1,0.054000000000000006,41.0,5
5.5,0.24,0.32,8.7,0.06,19.0,5
7.1,0.33,0.64,13.2,0.055999999999999994,12.0,5
7.7,0.28,0.35,15.3,0.055999999999999994,31.0,5
7.7,0.28,0.35,15.3,0.055999999999999994,31.0,5
7.5,0.26,0.52,13.2,0.047,64.0,5
6.5,0.14,0.32,2.7,0.037000000000000005,18.0,7
8.2,0.21,0.32,10.65,0.053,53.0,6
7.2,0.2,0.31,10.0,0.054000000000000006,49.0,6
7.2,0.13,0.3,6.8,0.055999999999999994,26.0,6
6.4,0.29,0.2,15.6,0.04,20.0,5
7.1,0.33,0.64,13.2,0.055999999999999994,12.0,5
6.8,0.24,0.34,5.1,0.038,31.0,6
7.0,0.24,0.34,3.0,0.035,36.0,6
7.7,0.28,0.35,15.3,0.055999999999999994,31.0,5
7.0,0.22,0.33,2.1,0.052000000000000005,15.0,6
7.5,0.18,0.39,1.9,0.054000000000000006,23.0,6
9.2,0.63,0.45,8.6,0.052000000000000005,34.0,4
7.8,0.29,0.33,8.75,0.035,33.0,5
7.9,0.28,0.32,3.6,0.038,9.0,4
8.5,0.25,0.27,4.7,0.031,31.0,6
7.4,0.18,0.27,1.3,0.048,26.0,6
6.3,0.24,0.37,1.8,0.031,7.0,4
6.0,0.33,0.38,9.7,0.04,29.0,6
6.8,0.37,0.28,4.0,0.03,29.0,7
9.2,0.49,0.23,2.4,0.087,19.0,6
8.5,0.25,0.27,4.7,0.031,31.0,6
8.4,0.22,0.28,18.8,0.027999999999999997,55.0,5
7.0,0.35,0.31,1.8,0.069,15.0,5
7.0,0.35,0.31,1.8,0.069,15.0,5
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
6.9,0.32,0.13,7.8,0.042,11.0,5
7.6,0.32,0.58,16.75,0.05,43.0,5
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
6.9,0.32,0.13,7.8,0.042,11.0,5
6.0,0.34,0.24,5.4,0.06,23.0,7
7.6,0.32,0.58,16.75,0.05,43.0,5
7.7,0.24,0.31,1.3,0.047,33.0,6
8.0,0.36,0.43,10.1,0.053,29.0,6
7.4,0.29,0.25,3.8,0.044000000000000004,30.0,6
6.6,0.32,0.27,10.9,0.040999999999999995,37.0,5
6.3,0.3,0.24,6.6,0.04,38.0,5
6.4,0.33,0.24,9.8,0.040999999999999995,29.0,6
7.5,0.18,0.31,11.7,0.051,24.0,7
6.5,0.39,0.74,1.2,0.16,14.0,5
6.8,0.25,0.18,1.4,0.055999999999999994,13.0,5
6.4,0.18,0.32,9.6,0.052000000000000005,24.0,6
7.1,0.18,0.32,12.2,0.048,36.0,6
7.6,0.27,0.42,2.6,0.044000000000000004,29.0,6
9.2,0.23,0.35,10.7,0.037000000000000005,34.0,5
7.9,0.28,0.41,4.9,0.057999999999999996,31.0,6
7.1,0.18,0.32,12.2,0.048,36.0,6
6.4,0.18,0.32,9.6,0.052000000000000005,24.0,6
6.8,0.25,0.18,1.4,0.055999999999999994,13.0,5
7.0,0.22,0.26,1.1,0.037000000000000005,20.0,6
7.3,0.18,0.29,1.0,0.036000000000000004,26.0,6
7.1,0.26,0.19,8.2,0.051,53.0,5
6.6,0.25,0.42,11.3,0.049,77.0,6
6.4,0.24,0.23,7.3,0.069,31.0,5
6.0,0.28,0.27,2.3,0.051,23.0,6
7.1,0.26,0.19,8.2,0.051,53.0,5
7.8,0.24,0.38,2.1,0.057999999999999996,14.0,5
7.6,0.27,0.33,2.0,0.059000000000000004,19.0,5
7.7,0.39,0.34,10.0,0.055999999999999994,35.0,5
8.9,0.24,0.33,15.75,0.035,16.0,6
6.6,0.23,0.24,3.9,0.045,36.0,7
7.1,0.26,0.3,2.0,0.031,13.0,5
7.0,0.32,0.35,1.5,0.039,24.0,6
7.4,0.24,0.26,1.6,0.057999999999999996,53.0,7
6.9,0.21,0.33,1.4,0.055999999999999994,35.0,6
7.0,0.32,0.35,1.5,0.039,24.0,6
7.4,0.17,0.29,1.4,0.047,23.0,6
7.1,0.26,0.3,2.0,0.031,13.0,5
8.5,0.28,0.34,13.8,0.040999999999999995,32.0,6
7.8,0.3,0.37,1.3,0.051,16.0,5
8.1,0.25,0.38,3.8,0.051,18.0,6
7.7,0.28,0.29,6.9,0.040999999999999995,29.0,6
6.5,0.24,0.36,2.2,0.027000000000000003,36.0,7
7.0,0.22,0.32,1.6,0.045,40.0,6
8.5,0.28,0.34,13.8,0.040999999999999995,32.0,6
8.0,0.45,0.28,10.8,0.051,25.0,7
6.9,0.23,0.33,12.8,0.055999999999999994,44.0,6
8.0,0.45,0.28,10.8,0.051,25.0,7
7.6,0.23,0.26,15.3,0.067,32.0,4
7.7,0.28,0.58,12.1,0.046,60.0,5
7.7,0.27,0.61,12.0,0.046,64.0,5
7.1,0.2,0.36,11.6,0.042,45.0,7
6.9,0.25,0.35,9.2,0.034,42.0,6
7.1,0.2,0.36,11.6,0.042,45.0,7
6.9,0.25,0.35,9.2,0.034,42.0,6
8.4,0.2,0.31,2.8,0.054000000000000006,16.0,6
6.5,0.39,0.35,1.6,0.049,10.0,5
7.2,0.23,0.38,6.1,0.067,20.0,5
6.9,0.44,0.42,8.5,0.048,10.0,6
7.1,0.28,0.19,7.8,0.04,48.0,5
6.4,0.34,0.2,14.9,0.06,37.0,4
6.1,0.15,0.29,6.2,0.046,39.0,6
6.9,0.44,0.42,8.5,0.048,10.0,6
7.2,0.29,0.18,8.2,0.042,41.0,5
7.1,0.28,0.19,7.8,0.04,48.0,5
6.1,0.23,0.45,10.6,0.094,49.0,5
6.7,0.23,0.42,11.2,0.047,52.0,5
7.0,0.36,0.14,11.6,0.043,35.0,5
7.5,0.31,0.24,7.1,0.031,28.0,7
6.4,0.34,0.2,14.9,0.06,37.0,4
6.1,0.15,0.29,6.2,0.046,39.0,6
7.4,0.2,0.29,1.7,0.047,16.0,6
6.3,0.27,0.18,7.7,0.048,45.0,5
9.2,0.34,0.54,17.3,0.06,46.0,6
7.4,0.18,0.29,1.4,0.042,34.0,7
7.2,0.29,0.2,7.7,0.046,51.0,5
6.3,0.27,0.18,7.7,0.048,45.0,5
6.2,0.26,0.19,3.4,0.049,47.0,6
7.3,0.21,0.21,1.6,0.046,35.0,6
7.1,0.14,0.35,1.4,0.039,24.0,5
7.2,0.39,0.54,1.4,0.157,34.0,6
7.6,0.48,0.28,10.4,0.049,57.0,5
7.2,0.39,0.54,1.4,0.157,34.0,6
7.6,0.48,0.28,10.4,0.049,57.0,5
6.5,0.36,0.31,4.1,0.061,20.0,6
8.5,0.25,0.31,2.8,0.032,11.0,6
6.9,0.3,0.21,15.7,0.055999999999999994,49.0,5
6.6,0.19,0.43,10.9,0.045,53.0,6
6.9,0.3,0.21,15.7,0.055999999999999994,49.0,5
9.2,0.42,0.32,6.5,0.027000000000000003,20.0,5
6.6,0.19,0.43,10.9,0.045,53.0,6
6.3,0.2,0.3,5.9,0.034,35.0,6
8.5,0.19,0.56,17.3,0.055,47.0,6
7.3,0.19,0.25,1.4,0.051,41.0,7
6.7,0.25,0.26,13.5,0.06,50.0,6
6.2,0.25,0.28,8.5,0.035,28.0,6
6.1,0.46,0.32,6.2,0.053,10.0,5
7.3,0.19,0.25,1.4,0.051,41.0,7
7.5,0.29,0.26,14.95,0.067,47.0,4
6.7,0.31,0.18,7.7,0.043,57.0,6
7.4,0.14,0.3,1.3,0.033,25.0,6
6.7,0.31,0.18,7.7,0.043,57.0,6
7.1,0.4,0.52,1.3,0.14800000000000002,45.0,5
6.4,0.16,0.25,1.3,0.047,20.0,6
6.3,0.16,0.22,1.3,0.046,18.0,6
7.4,0.33,0.26,15.6,0.049,67.0,5
7.4,0.33,0.26,15.6,0.049,67.0,5
7.4,0.33,0.26,15.6,0.049,67.0,5
7.4,0.33,0.26,15.6,0.049,67.0,5
6.6,0.41,0.24,4.9,0.158,47.0,5
6.7,0.43,0.23,5.0,0.157,49.0,5
7.4,0.33,0.26,15.6,0.049,67.0,5
7.3,0.4,0.28,6.5,0.037000000000000005,26.0,7
7.4,0.18,0.24,1.4,0.047,21.0,7
8.6,0.17,0.28,2.7,0.047,38.0,6
6.5,0.32,0.23,1.2,0.054000000000000006,39.0,6
7.3,0.4,0.28,6.5,0.037000000000000005,26.0,7
7.0,0.32,0.31,6.4,0.031,38.0,7
7.5,0.42,0.19,6.9,0.040999999999999995,62.0,6
6.9,0.28,0.31,7.2,0.04,47.0,7
6.5,0.29,0.42,10.6,0.042,66.0,6
6.3,0.41,0.18,3.5,0.027000000000000003,23.0,8
7.0,0.32,0.31,6.4,0.031,38.0,7
7.3,0.3,0.33,2.3,0.043,28.0,7
6.6,0.22,0.28,12.05,0.057999999999999996,25.0,5
6.0,0.26,0.18,7.0,0.055,50.0,5
6.9,0.44,0.18,11.8,0.051,26.0,5
7.5,0.42,0.2,1.4,0.06,15.0,6
7.0,0.36,0.3,5.0,0.04,40.0,7
5.6,0.295,0.2,2.2,0.049,18.0,5
6.8,0.21,0.55,14.6,0.053,34.0,5
9.2,0.28,0.3,1.6,0.045,36.0,5
8.1,0.28,0.34,1.3,0.035,11.0,6
6.8,0.21,0.55,14.6,0.053,34.0,5
7.0,0.22,0.26,2.8,0.036000000000000004,44.0,7
9.2,0.28,0.3,1.6,0.045,36.0,5
6.8,0.32,0.3,3.3,0.028999999999999998,15.0,7
7.0,0.19,0.33,6.3,0.032,42.0,6
7.7,0.42,0.38,8.1,0.061,49.0,6
7.4,0.2,0.31,1.6,0.038,34.0,7
7.5,0.24,0.62,10.6,0.045,51.0,5
7.5,0.26,0.59,11.8,0.046,58.0,4
6.6,0.4,0.32,1.7,0.035,39.0,7
8.0,0.2,0.3,8.1,0.037000000000000005,42.0,6
5.2,0.445,0.1,1.4,0.053,11.0,5
6.1,0.41,0.1,1.3,0.036000000000000004,23.0,6
7.6,0.2,0.34,1.8,0.040999999999999995,42.0,6
6.9,0.3,0.21,7.2,0.045,54.0,5
7.0,0.35,0.17,1.1,0.049,7.0,6
6.9,0.35,0.55,11.95,0.038,22.0,5
7.0,0.35,0.17,1.1,0.049,7.0,6
6.9,0.35,0.55,11.95,0.038,22.0,5
7.6,0.3,0.4,2.2,0.054000000000000006,29.0,5
7.5,0.38,0.29,12.7,0.05,25.0,6
7.5,0.3,0.32,1.4,0.032,31.0,5
6.3,0.4,0.32,10.6,0.049,38.0,6
6.8,0.37,0.28,1.9,0.024,64.0,8
7.5,0.23,0.35,17.8,0.057999999999999996,81.0,5
8.3,0.27,0.34,10.2,0.048,50.0,5
6.8,0.26,0.22,4.8,0.040999999999999995,81.0,5
6.5,0.28,0.35,9.8,0.067,61.0,4
7.2,0.34,0.3,8.4,0.051,40.0,5
7.0,0.23,0.26,7.2,0.040999999999999995,21.0,6
7.7,0.29,0.29,4.8,0.06,27.0,6
7.2,0.34,0.3,8.4,0.051,40.0,5
7.7,0.4,0.27,4.5,0.034,27.0,8
6.7,0.17,0.27,1.4,0.032,39.0,5
7.0,0.23,0.26,7.2,0.040999999999999995,21.0,6
8.1,0.24,0.26,11.0,0.043,41.0,6
7.7,0.28,0.63,11.1,0.039,58.0,4
7.5,0.23,0.29,2.6,0.031,24.0,6
8.3,0.26,0.31,2.0,0.028999999999999998,14.0,6
7.9,0.46,0.4,10.1,0.16,19.0,5
7.9,0.31,0.22,13.3,0.048,46.0,5
7.9,0.25,0.34,11.4,0.04,53.0,6
6.1,0.28,0.16,1.3,0.06,36.0,6
7.0,0.18,0.26,1.4,0.044000000000000004,46.0,7
6.5,0.21,0.28,1.4,0.046,26.0,6
7.6,0.48,0.33,7.0,0.024,14.0,7
7.1,0.34,0.32,2.0,0.051,29.0,6
8.9,0.21,0.37,1.2,0.027999999999999997,20.0,5
7.4,0.32,0.27,12.9,0.04,60.0,5
6.0,0.495,0.27,5.0,0.157,17.0,5
8.1,0.25,0.34,10.1,0.05,30.0,6
8.2,0.25,0.46,3.75,0.05,14.0,5
6.5,0.18,0.29,1.7,0.035,39.0,6
6.7,0.24,0.26,12.6,0.053,44.0,5
6.6,0.32,0.24,1.3,0.06,42.5,5
7.6,0.32,0.35,1.6,0.092,24.0,5
7.4,0.33,0.44,7.6,0.05,40.0,5
7.2,0.3,0.3,8.1,0.05,40.0,6
7.4,0.34,0.3,14.9,0.037000000000000005,70.0,6
6.1,0.16,0.29,6.0,0.03,29.0,6
6.3,0.13,0.24,6.0,0.039,25.0,7
6.2,0.45,0.73,7.2,0.099,47.0,5
6.0,0.33,0.18,3.0,0.036000000000000004,7.0,4
7.6,0.48,0.37,1.2,0.034,7.0,4
7.2,0.2,0.3,2.0,0.039,43.0,6
7.0,0.32,0.29,4.9,0.036000000000000004,41.0,6
7.2,0.2,0.3,2.0,0.039,43.0,6
7.0,0.22,0.29,8.9,0.05,24.0,6
9.2,0.23,0.56,16.45,0.063,52.5,5
6.4,0.27,0.19,2.0,0.084,21.0,4
6.4,0.27,0.19,1.9,0.085,21.0,4
7.0,0.23,0.42,5.1,0.042,37.0,6
6.9,0.15,0.28,4.4,0.028999999999999998,14.0,8
6.7,0.26,0.29,5.8,0.025,26.0,6
6.9,0.15,0.28,4.4,0.028999999999999998,14.0,8
7.6,0.2,0.68,12.9,0.042,56.0,5
6.9,0.3,0.29,1.3,0.053,24.0,4
6.9,0.3,0.3,1.3,0.053,24.0,4
7.6,0.21,0.35,1.2,0.040999999999999995,7.0,4
6.8,0.46,0.26,2.7,0.042,28.0,8
7.0,0.28,0.26,1.7,0.042,34.0,8
6.5,0.24,0.29,8.2,0.043,32.0,6
6.4,0.17,0.34,1.5,0.091,42.0,7
6.4,0.17,0.34,1.5,0.09300000000000001,43.0,6
6.3,0.63,0.55,12.9,0.055999999999999994,58.0,5
7.0,0.27,0.29,3.9,0.059000000000000004,28.0,5
8.4,0.3,0.25,17.75,0.047,25.0,5
6.5,0.19,0.27,4.9,0.037000000000000005,13.0,6
8.0,0.36,0.39,1.6,0.024,26.0,6
6.1,0.16,0.24,1.4,0.046,17.0,6
9.2,0.19,0.42,2.0,0.047,16.0,4
9.2,0.16,0.49,2.0,0.044000000000000004,18.0,4
8.0,0.26,0.28,8.2,0.038,72.0,6
8.8,0.33,0.36,2.1,0.034,19.0,6
9.2,0.16,0.46,1.8,0.046,23.0,5
6.6,0.23,0.18,8.5,0.044000000000000004,59.0,5
7.9,0.44,0.26,4.45,0.033,23.0,6
7.6,0.31,0.27,5.8,0.036000000000000004,23.0,6
7.5,0.63,0.1,13.0,0.044000000000000004,44.0,5
7.1,0.21,0.28,2.7,0.034,23.0,4
7.0,0.16,0.26,7.3,0.047,30.0,6
8.0,0.27,0.25,18.8,0.045,50.0,6
6.3,0.38,0.17,8.8,0.08,50.0,4
7.1,0.21,0.28,2.7,0.034,23.0,4
6.2,0.38,0.18,7.4,0.095,28.0,4
8.2,0.24,0.3,2.3,0.05,23.0,5
7.0,0.16,0.26,6.85,0.047,30.0,6
7.3,0.63,0.1,11.4,0.044000000000000004,45.0,5
6.3,0.41,0.16,1.0,0.032,25.0,5
6.1,0.36,0.41,18.8,0.07,67.0,5
8.1,0.4,0.32,7.9,0.031,23.0,7
6.8,0.26,0.43,11.75,0.045,53.0,5
6.2,0.44,0.18,7.7,0.096,28.0,5
7.2,0.24,0.29,3.0,0.036000000000000004,17.0,6
6.2,0.44,0.18,7.7,0.096,28.0,5
7.2,0.24,0.29,3.0,0.036000000000000004,17.0,6
7.3,0.22,0.26,1.5,0.04,32.0,6
8.1,0.34,0.28,7.5,0.04,70.0,6
7.3,0.22,0.26,1.5,0.04,32.0,6
8.1,0.34,0.28,7.5,0.04,70.0,6
6.4,0.28,0.17,8.3,0.042,61.0,5
6.3,0.29,0.14,7.05,0.045,50.0,5
6.4,0.27,0.17,8.4,0.044000000000000004,60.0,5
7.4,0.35,0.2,13.9,0.054000000000000006,63.0,6
8.3,0.28,0.27,17.5,0.045,48.0,6
6.4,0.35,0.35,5.6,0.034,9.0,4
6.9,0.43,0.28,9.4,0.055999999999999994,29.0,5
8.0,0.26,0.28,4.8,0.05,34.0,6
6.9,0.43,0.28,9.4,0.055999999999999994,29.0,5
7.3,0.27,0.37,9.7,0.042,36.0,6
6.8,0.46,0.26,6.3,0.147,49.0,5
7.2,0.2,0.28,1.6,0.027999999999999997,13.0,6
7.6,0.285,0.32,14.6,0.063,32.0,5
6.6,0.32,0.33,2.5,0.052000000000000005,40.0,5
7.6,0.285,0.32,14.6,0.063,32.0,5
6.6,0.34,0.34,2.6,0.051,40.5,5
6.6,0.32,0.33,2.5,0.052000000000000005,40.0,5
6.5,0.27,0.26,8.2,0.042,21.0,6
6.6,0.26,0.27,1.5,0.04,19.0,6
6.7,0.27,0.26,2.3,0.043,61.0,6
6.6,0.56,0.15,10.0,0.037000000000000005,38.0,5
6.6,0.56,0.15,10.0,0.037000000000000005,38.0,5
7.3,0.19,0.27,1.6,0.027000000000000003,35.0,7
6.3,0.2,0.26,1.6,0.027000000000000003,36.0,6
7.1,0.29,0.3,16.0,0.036000000000000004,58.0,5
7.8,0.32,0.33,10.4,0.031,47.0,6
8.1,0.33,0.36,7.4,0.037000000000000005,36.0,6
8.1,0.33,0.36,7.4,0.037000000000000005,36.0,6
7.8,0.32,0.33,10.4,0.031,47.0,6
6.6,0.33,0.24,16.05,0.045,31.0,5
6.6,0.33,0.24,16.05,0.045,31.0,5
8.2,0.26,0.33,2.6,0.053,11.0,5
8.3,0.25,0.33,2.5,0.053,12.0,5
7.0,0.26,0.26,10.8,0.039,37.0,7
6.0,0.26,0.15,1.2,0.053,35.0,5
7.5,0.28,0.74,12.1,0.040999999999999995,53.0,5
7.5,0.27,0.74,11.95,0.04,51.0,5
7.0,0.28,0.32,1.7,0.038,27.0,6
5.2,0.16,0.34,1.0,0.028999999999999998,26.0,6
6.8,0.34,0.1,1.4,0.049,29.0,5
7.6,0.25,0.34,1.3,0.055999999999999994,34.0,5
5.6,0.35,0.4,6.3,0.023,23.0,7
8.8,0.24,0.23,10.3,0.032,12.0,6
6.0,0.29,0.21,15.55,0.043,20.0,6
6.1,0.27,0.31,1.5,0.035,17.0,7
7.4,0.56,0.1,1.5,0.071,19.0,5
6.8,0.29,0.49,1.4,0.142,52.0,6
6.1,0.27,0.31,1.5,0.035,17.0,7
6.3,0.27,0.37,7.9,0.047,58.0,6
6.6,0.24,0.3,13.0,0.052000000000000005,18.0,6
6.8,0.32,0.3,1.0,0.049,22.0,5
6.4,0.37,0.37,4.85,0.040999999999999995,39.5,6
6.2,0.26,0.37,7.1,0.047,54.0,6
6.3,0.27,0.37,7.9,0.047,58.0,6
6.4,0.3,0.16,7.5,0.05,55.0,5
8.0,0.28,0.32,7.6,0.045,61.0,6
6.7,0.24,0.32,10.3,0.079,37.0,5
7.9,0.27,0.27,1.7,0.034,25.0,6
7.9,0.27,0.27,1.7,0.034,25.0,6
6.1,0.28,0.24,18.8,0.07400000000000001,32.0,6
7.7,0.39,0.49,7.7,0.036000000000000004,11.0,6
6.0,0.2,0.24,5.3,0.075,49.0,5
6.1,0.28,0.24,18.8,0.07400000000000001,32.0,6
7.6,0.31,0.23,12.7,0.054000000000000006,20.0,4
7.6,0.31,0.23,12.7,0.054000000000000006,20.0,4
6.3,0.18,0.22,1.5,0.043,45.0,5
8.6,0.23,0.25,11.3,0.031,13.0,5
6.8,0.21,0.36,18.1,0.046,32.0,5
6.8,0.21,0.36,18.1,0.046,32.0,5
6.9,0.26,0.31,7.0,0.039,37.0,6
6.8,0.21,0.36,18.1,0.046,32.0,5
6.4,0.31,0.4,6.4,0.039,39.0,5
8.6,0.34,0.36,1.4,0.045,11.0,4
8.6,0.34,0.36,1.4,0.045,11.0,4
8.5,0.3,0.28,3.1,0.054000000000000006,54.0,6
7.4,0.4,0.41,14.1,0.053,37.0,6
6.6,0.32,0.34,7.7,0.044000000000000004,63.0,6
7.1,0.34,0.31,5.2,0.032,36.0,7
6.6,0.26,0.25,11.6,0.045,45.0,6
8.0,0.27,0.57,10.4,0.053,18.0,5
6.2,0.28,0.45,7.5,0.045,46.0,6
6.2,0.3,0.49,11.2,0.057999999999999996,68.0,6
5.6,0.175,0.29,1.0,0.043,20.0,6
6.9,0.34,0.36,1.4,0.032,13.0,5
6.9,0.34,0.3,4.7,0.028999999999999998,34.0,7
7.1,0.13,0.3,3.1,0.023,15.0,7
7.1,0.32,0.29,4.0,0.038,33.0,6
7.3,0.51,0.29,11.3,0.034,61.0,6
7.1,0.13,0.3,3.1,0.023,15.0,7
6.3,0.24,0.55,8.1,0.04,67.0,5
7.5,0.41,0.23,14.8,0.054000000000000006,28.0,5
6.5,0.18,0.33,1.4,0.028999999999999998,35.0,7
7.3,0.17,0.24,8.1,0.121,32.0,8
8.2,0.2,0.38,3.5,0.053,41.0,5
7.5,0.41,0.23,14.8,0.054000000000000006,28.0,5
7.3,0.17,0.24,8.1,0.121,32.0,8
6.5,0.18,0.33,1.4,0.028999999999999998,35.0,7
7.3,0.16,0.35,1.5,0.036000000000000004,29.0,6
6.4,0.16,0.37,1.5,0.037000000000000005,27.0,6
6.6,0.42,0.13,12.8,0.044000000000000004,26.0,5
5.8,0.3,0.12,1.6,0.036000000000000004,57.0,6
6.7,0.54,0.27,7.1,0.049,8.0,4
6.7,0.54,0.27,7.1,0.049,8.0,4
6.4,0.22,0.3,11.2,0.046,53.0,5
6.8,0.23,0.3,1.7,0.043,19.0,7
9.0,0.26,0.34,6.7,0.028999999999999998,21.0,6
6.5,0.23,0.25,17.3,0.046,15.0,6
5.9,0.28,0.14,8.6,0.032,30.0,6
5.9,0.28,0.14,8.6,0.032,30.0,6
6.2,0.27,0.18,1.5,0.027999999999999997,20.0,5
9.0,0.29,0.34,12.1,0.03,34.0,5
